"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SGLogicalModel","StructureDefinition.differential.element.code:atc.code","StructureDefinition.differential.element.code.code","","","",0,1,"","","Y","code {[]} {[]}
","Symbol in syntax defined by the system","A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).","","Need to refer to a particular code in the system.","","","","","","","",,,,,"",,,,"Coding.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.code:atc.display","StructureDefinition.differential.element.code.display","","","",0,1,"","","Y","string {[]} {[]}
","Representation defined by the system","A representation of the meaning of the code in the system, following the rules of the system.","","Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.","","","","","","","",,,,,"",,,,"Coding.display",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.code:atc.userSelected","StructureDefinition.differential.element.code.userSelected","","","",0,1,"","","Y","boolean {[]} {[]}
","If this coding was chosen directly by the user","Indicates that this coding was chosen by a user directly - e.g. off a pick list of available items (codes or displays).","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.","This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.","","","","","","","",,,,,"",,,,"Coding.userSelected",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing","StructureDefinition.differential.element.slicing","","","",0,1,"","","Y","Element {[]} {[]}
","This element is sliced - slices follow","Indicates that the element is sliced into a set of alternative definitions (i.e. in a structure definition, there are multiple different constraints on a single element in the base resource). Slicing can be used in any resource that has cardinality ..* on the base resource, or any resource with a choice of types. The set of slices is any elements that come after this in the element sequence that have the same path, until a shorter path occurs (the shorter path terminates the set).","The first element in the sequence, the one that carries the slicing, is the definition that applies to all the slices. This is based on the unconstrained element, but can apply any constraints as appropriate. This may include the common constraints on the children of the element.","","","","","","","","",,,,,"",,,,"ElementDefinition.slicing",0,1,"","eld-1:If there are no discriminators, there must be a definition {discriminator.exists() or description.exists()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"SGLogicalModel","StructureDefinition.differential.element.slicing.id","StructureDefinition.differential.element.slicing.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SGLogicalModel","StructureDefinition.differential.element.slicing.extension","StructureDefinition.differential.element.slicing.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SGLogicalModel","StructureDefinition.differential.element.slicing.discriminator","StructureDefinition.differential.element.slicing.discriminator","","","",0,*,"","","Y","Element {[]} {[]}
","Element values that are used to distinguish the slices","Designates which child elements are used to discriminate between the slices when processing an instance. If one or more discriminators are provided, the value of the child elements in the instance data SHALL completely distinguish which slice the element in the resource matches based on the allowed values for those elements in each of the slices.","If there is no discriminator, the content is hard to process, so this should be avoided.","","","","","","","","",,,,,"",,,,"ElementDefinition.slicing.discriminator",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing.discriminator.id","StructureDefinition.differential.element.slicing.discriminator.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SGLogicalModel","StructureDefinition.differential.element.slicing.discriminator.extension","StructureDefinition.differential.element.slicing.discriminator.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SGLogicalModel","StructureDefinition.differential.element.slicing.discriminator.type","StructureDefinition.differential.element.slicing.discriminator.type","","","",1,1,"","","Y","code {[]} {[]}
","value | exists | pattern | type | profile","How the element value is interpreted when discrimination is evaluated.","","","","","","","","","",,"required","How an element value is interpreted when discrimination is evaluated.","http://hl7.org/fhir/ValueSet/discriminator-type|4.0.1","",,,,"ElementDefinition.slicing.discriminator.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing.discriminator.path","StructureDefinition.differential.element.slicing.discriminator.path","","","",1,1,"","","Y","string {[]} {[]}
","Path to element value","A FHIRPath expression, using [the simple subset of FHIRPath](http://hl7.org/fhir/R4/fhirpath.html#simple), that is used to identify the element on which discrimination is based.","The only FHIRPath functions that are allowed are as(type), resolve(), and extension(url).","","","","","","","","",,,,,"",,,,"ElementDefinition.slicing.discriminator.path",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing.description","StructureDefinition.differential.element.slicing.description","","","",0,1,"","","Y","string {[]} {[]}
","Text description of how slicing works (or not)","A human-readable text description of how the slicing works. If there is no discriminator, this is required to be present to provide whatever information is possible about how the slices can be differentiated.","If it's really not possible to differentiate them, the design should be re-evaluated to make the content usable.","","","","","","","","",,,,,"",,,,"ElementDefinition.slicing.description",0,1,"eld-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing.ordered","StructureDefinition.differential.element.slicing.ordered","","","",0,1,"","","Y","boolean {[]} {[]}
","If elements must be in same order as slices","If the matching elements have to occur in the same order as defined in the profile.","Order should only be required when it is a pressing concern for presentation. Profile authors should consider making the order a feature of the rules about the narrative, not the rules about the data - requiring ordered data makes the profile much less re-usable.","","","Order is not required unless specified","","","","","",,,,,"",,,,"ElementDefinition.slicing.ordered",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.slicing.rules","StructureDefinition.differential.element.slicing.rules","","","",1,1,"","","Y","code {[]} {[]}
","closed | open | openAtEnd","Whether additional slices are allowed or not. When the slices are ordered, profile authors can also say that additional slices are only allowed at the end.","Allowing additional elements makes for a much for flexible template - it's open for use in wider contexts, but also means that the content of the resource is not closed, and applications have to decide how to handle content not described by the profile.","","","","","","","","",,"required","How slices are interpreted when evaluating an instance.","http://hl7.org/fhir/ValueSet/resource-slicing-rules|4.0.1","",,,,"ElementDefinition.slicing.rules",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.short","StructureDefinition.differential.element.short","","","",1,1,"","","Y","string {[]} {[]}
","Concise definition for space-constrained presentation","A concise description of what this element means (e.g. for use in autogenerated summaries).","It is easy for a different short definition to change the meaning of an element and this can have nasty downstream consequences. Please be careful when providing short definitions in a profile.","","","","","","","","",,,,,"",,,,"ElementDefinition.short",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.definition","StructureDefinition.differential.element.definition","","Description
","",1,1,"","","Y","markdown {[]} {[]}
","Full formal definition as narrative text","Provides a complete explanation of the meaning of the data element for human readability.  For the case of elements derived from existing elements (e.g. constraints), the definition SHALL be consistent with the base definition, but convey the meaning of the element in the particular context of use of the resource. (Note: The text you are reading is specified in ElementDefinition.definition).","It is easy for a different definition to change the meaning of an element and this can have nasty downstream consequences. Please be careful when providing definitions in a profile.","To allow a user to state the usage of an element in a particular context.","","","","","","","",,,,,"",,,,"ElementDefinition.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.comment","StructureDefinition.differential.element.comment","","","",0,1,"","","Y","markdown {[]} {[]}
","Comments about the use of this element","Explanatory notes and implementation guidance about the data element, including notes about how to use the data properly, exceptions to proper use, etc. (Note: The text you are reading is specified in ElementDefinition.comment).","If it is possible to capture usage rules using constraints, that mechanism should be used in preference to this element.","","","","","","","","",,,,,"",,,,"ElementDefinition.comment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.requirements","StructureDefinition.differential.element.requirements","","","",0,1,"","","Y","markdown {[]} {[]}
","Why this resource has been created","This element is for traceability of why the element was created and why the constraints exist as they do. This may be used to point to source materials or specifications that drove the structure of this element.","This element does not describe the usage of the element (that's done in comments), rather it's for traceability of *why* the element is either needed or why the constraints exist as they do.  This may be used to point to source materials or specifications that drove the structure of this data element.","","","","","","","","",,,,,"",,,,"ElementDefinition.requirements",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.alias","StructureDefinition.differential.element.alias","","synonym
other name","",0,*,"","","Y","string {[]} {[]}
","Other names","Identifies additional names by which this element might also be known.","","Allows for better easier recognition of the element by multiple communities, including international communities.","","","","","","","",,,,,"",,,,"ElementDefinition.alias",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.min","StructureDefinition.differential.element.min","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","Minimum Cardinality","The minimum number of times this element SHALL appear in the instance.","","","","","","","","","",,,,,"",,,,"ElementDefinition.min",0,1,"eld-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.max","StructureDefinition.differential.element.max","","","",0,1,"","","Y","string {[]} {[]}
","Maximum Cardinality (a number or *)","The maximum number of times this element is permitted to appear in the instance.","","","","","","","","","",,,,,"",,,,"ElementDefinition.max",0,1,"eld-3
eld-2","eld-3:Max SHALL be a number or ""*"" {empty() or ($this = '*') or (toInteger() >= 0)}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"SGLogicalModel","StructureDefinition.differential.element.base","StructureDefinition.differential.element.base","","","",0,1,"","","Y","Element {[]} {[]}
","Base definition information for tools","Information about the base definition of the element, provided to make it unnecessary for tools to trace the deviation of the element through the derived and related profiles. When the element definition is not the original definition of an element - i.g. either in a constraint on another type, or for elements from a super type in a snap shot - then the information in provided in the element definition may be different to the base definition. On the original definition of the element, it will be same.","The base information does not carry any information that could not be determined from the path and related profiles, but making this determination requires both that the related profiles are available, and that the algorithm to determine them be available. For tooling simplicity, the base information must always be populated in element definitions in snap shots, even if it is the same.","","","","","","","","",,,,,"",,,,"ElementDefinition.base",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.base.id","StructureDefinition.differential.element.base.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SGLogicalModel","StructureDefinition.differential.element.base.extension","StructureDefinition.differential.element.base.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SGLogicalModel","StructureDefinition.differential.element.base.path","StructureDefinition.differential.element.base.path","","","",1,1,"","","Y","string {[]} {[]}
","Path that identifies the base element","The Path that identifies the base element - this matches the ElementDefinition.path for that element. Across FHIR, there is only one base definition of any element - that is, an element definition on a [StructureDefinition](structuredefinition.html#) without a StructureDefinition.base.","","","","","","","","","",,,,,"",,,,"ElementDefinition.base.path",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.base.min","StructureDefinition.differential.element.base.min","","","",1,1,"","","Y","unsignedInt {[]} {[]}
","Min cardinality of the base element","Minimum cardinality of the base element identified by the path.","This is provided for consistency with max, and may affect code generation of mandatory elements of the base resource are generated differently (some reference implementations have done this).","","","","","","","","",,,,,"",,,,"ElementDefinition.base.min",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.base.max","StructureDefinition.differential.element.base.max","","","",1,1,"","","Y","string {[]} {[]}
","Max cardinality of the base element","Maximum cardinality of the base element identified by the path.","This is provided to code generation, since the serialization representation in JSON differs depending on whether the base element has max > 1. Also, some forms of code generation may differ.","","","","","","","","",,,,,"",,,,"ElementDefinition.base.max",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.contentReference","StructureDefinition.differential.element.contentReference","","","",0,1,"","","Y","uri {[]} {[]}
","Reference to definition of content for the element","Identifies an element defined elsewhere in the definition whose content rules should be applied to the current element. ContentReferences bring across all the rules that are in the ElementDefinition for the element, including definitions, cardinality constraints, bindings, invariants etc.","ContentReferences can only be defined in specializations, not constrained types, and they cannot be changed and always reference the non-constrained definition.","","","","","","","","",,,,,"",,,,"ElementDefinition.contentReference",0,1,"eld-5
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.type","StructureDefinition.differential.element.type","","","",1,1,"","","Y","Element {[]} {[]}
","Data type and Profile for this element","The data type or resource that the value of this element is permitted to be.","The Type of the element can be left blank in a differential constraint, in which case the type is inherited from the resource. Abstract types are not permitted to appear as a type when multiple types are listed.  (I.e. Abstract types cannot be part of a choice).","","","","","","","","",,,,,"",,,,"ElementDefinition.type",0,*,"eld-13
","eld-4:Aggregation may only be specified if one of the allowed types for the element is a reference {aggregation.empty() or (code = 'Reference') or (code = 'canonical')}
eld-17:targetProfile is only allowed if the type is Reference or canonical {(code='Reference' or code = 'canonical') or targetProfile.empty()}ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"SGLogicalModel","StructureDefinition.differential.element.type.id","StructureDefinition.differential.element.type.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SGLogicalModel","StructureDefinition.differential.element.type.extension","StructureDefinition.differential.element.type.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SGLogicalModel","StructureDefinition.differential.element.type.code","StructureDefinition.differential.element.type.code","","","",1,1,"","","Y","uri {[]} {[]}
","Data type or Resource (reference to definition)","URL of Data type or Resource that is a(or the) type used for this element. References are URLs that are relative to http://hl7.org/fhir/StructureDefinition e.g. ""string"" is a reference to http://hl7.org/fhir/StructureDefinition/string. Absolute URLs are only allowed in logical models.","If the element is a reference to another resource, this element contains ""Reference"", and the targetProfile element defines what resources can be referenced. The targetProfile may be a reference to the general definition of a resource (e.g. http://hl7.org/fhir/StructureDefinition/Patient).","","","","","","","","",,"extensible","Either a resource or a data type, including logical model types.","http://hl7.org/fhir/ValueSet/defined-types","",,,,"ElementDefinition.type.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.type.profile","StructureDefinition.differential.element.type.profile","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition], CanonicalType[http://hl7.org/fhir/StructureDefinition/ImplementationGuide]]}
","Profiles (StructureDefinition or IG) - one must apply","Identifies a profile structure or implementation Guide that applies to the datatype this element refers to. If any profiles are specified, then the content must conform to at least one of them. The URL can be a local reference - to a contained StructureDefinition, or a reference to another StructureDefinition or Implementation Guide by a canonical URL. When an implementation guide is specified, the type SHALL conform to at least one profile defined in the implementation guide.","It is possible to profile  backbone element (e.g. part of a resource), using the [profile-element](http://hl7.org/fhir/R4/extension-elementdefinition-profile-element.html) extension.","","","","","","","","",,,,,"",,,,"ElementDefinition.type.profile",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.type.targetProfile","StructureDefinition.differential.element.type.targetProfile","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition], CanonicalType[http://hl7.org/fhir/StructureDefinition/ImplementationGuide]]}
","Profile (StructureDefinition or IG) on the Reference/canonical target - one must apply","Used when the type is ""Reference"" or ""canonical"", and identifies a profile structure or implementation Guide that applies to the target of the reference this element refers to. If any profiles are specified, then the content must conform to at least one of them. The URL can be a local reference - to a contained StructureDefinition, or a reference to another StructureDefinition or Implementation Guide by a canonical URL. When an implementation guide is specified, the target resource SHALL conform to at least one profile defined in the implementation guide.","","","","","","","","","",,,,,"",,,,"ElementDefinition.type.targetProfile",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.type.aggregation","StructureDefinition.differential.element.type.aggregation","","","",0,*,"","","Y","code {[]} {[]}
","contained | referenced | bundled - how aggregated","If the type is a reference to another resource, how the resource is or can be aggregated - is it a contained resource, or a reference, and if the context is a bundle, is it included in the bundle.","See [Aggregation Rules](http://hl7.org/fhir/R4/elementdefinition.html#aggregation) for further clarification.","","","","","","","","",,"required","How resource references can be aggregated.","http://hl7.org/fhir/ValueSet/resource-aggregation-mode|4.0.1","",,,,"ElementDefinition.type.aggregation",0,*,"eld-4
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.type.versioning","StructureDefinition.differential.element.type.versioning","","","",0,1,"","","Y","code {[]} {[]}
","either | independent | specific","Whether this reference needs to be version specific or version independent, or whether either can be used.","The base specification never makes a rule as to which form is allowed, but implementation guides may do this. See [Aggregation Rules](http://hl7.org/fhir/R4/elementdefinition.html#aggregation) for further clarification.","","","","","","","","",,"required","Whether a reference needs to be version specific or version independent, or whether either can be used.","http://hl7.org/fhir/ValueSet/reference-version-rules|4.0.1","",,,,"ElementDefinition.type.versioning",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.defaultValue[x]","StructureDefinition.differential.element.defaultValue[x]","","","",0,1,"","","Y","base64Binary {[]} {[]}
boolean {[]} {[]}canonical {[]} {[]}code {[]} {[]}date {[]} {[]}dateTime {[]} {[]}decimal {[]} {[]}id {[]} {[]}instant {[]} {[]}integer {[]} {[]}markdown {[]} {[]}oid {[]} {[]}positiveInt {[]} {[]}string {[]} {[]}time {[]} {[]}unsignedInt {[]} {[]}uri {[]} {[]}url {[]} {[]}uuid {[]} {[]}Address {[]} {[]}Age {[]} {[]}Annotation {[]} {[]}Attachment {[]} {[]}CodeableConcept {[]} {[]}Coding {[]} {[]}ContactPoint {[]} {[]}Count {[]} {[]}Distance {[]} {[]}Duration {[]} {[]}HumanName {[]} {[]}Identifier {[]} {[]}Money {[]} {[]}Period {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}Reference {[]} {[]}SampledData {[]} {[]}Signature {[]} {[]}Timing {[]} {[]}ContactDetail {[]} {[]}Contributor {[]} {[]}DataRequirement {[]} {[]}Expression {[]} {[]}ParameterDefinition {[]} {[]}RelatedArtifact {[]} {[]}TriggerDefinition {[]} {[]}UsageContext {[]} {[]}Dosage {[]} {[]}Meta {[]} {[]}","Specified value if missing from instance","The value that should be used if there is no value stated in the instance (e.g. 'if not otherwise specified, the abstract is false').","Specifying a default value means that the property can never been unknown - it must always have a value. Further, the default value can never be changed, or changed in constraints on content models. Defining default values creates many difficulties in implementation (e.g. when is a value missing?). For these reasons, default values are (and should be) used extremely sparingly. 

No default values are ever defined in the FHIR specification, nor can they be defined in constraints (""profiles"") on data types or resources. This element only exists so that default values may be defined in logical models.","","","","","","","","",,,,,"",,,,"ElementDefinition.defaultValue[x]",0,1,"eld-15
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.meaningWhenMissing","StructureDefinition.differential.element.meaningWhenMissing","","","",0,1,"","","Y","markdown {[]} {[]}
","Implicit meaning when this element is missing","The Implicit meaning that is to be understood when this element is missing (e.g. 'when this element is missing, the period is ongoing').","Implicit meanings for missing values can only be specified on a resource, data type, or extension definition, and never in a profile that applies to one of these. An implicit meaning for a missing value can never be changed, and specifying one has the consequence that constraining its use in profiles eliminates use cases as possibilities, not merely moving them out of scope.","","","","","","","","",,,,,"",,,,"ElementDefinition.meaningWhenMissing",0,1,"eld-15
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.orderMeaning","StructureDefinition.differential.element.orderMeaning","","","",0,1,"","","Y","string {[]} {[]}
","What the order of the elements means","If present, indicates that the order of the repeating element has meaning and describes what that meaning is.  If absent, it means that the order of the element has no meaning.","This element can only be asserted on repeating elements and can only be introduced when defining resources or data types.  It can be further refined profiled elements but if absent in the base type, a profile cannot assert meaning.","","","","","","","","",,,,,"",,,,"ElementDefinition.orderMeaning",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SGLogicalModel","StructureDefinition.differential.element.fixed[x]","StructureDefinition.differential.element.fixed[x]","","","",0,1,"","","Y","base64Binary {[]} {[]}
boolean {[]} {[]}canonical {[]} {[]}code {[]} {[]}date {[]} {[]}dateTime {[]} {[]}decimal {[]} {[]}id {[]} {[]}instant {[]} {[]}integer {[]} {[]}markdown {[]} {[]}oid {[]} {[]}positiveInt {[]} {[]}string {[]} {[]}time {[]} {[]}unsignedInt {[]} {[]}uri {[]} {[]}url {[]} {[]}uuid {[]} {[]}Address {[]} {[]}Age {[]} {[]}Annotation {[]} {[]}Attachment {[]} {[]}CodeableConcept {[]} {[]}Coding {[]} {[]}ContactPoint {[]} {[]}Count {[]} {[]}Distance {[]} {[]}Duration {[]} {[]}HumanName {[]} {[]}Identifier {[]} {[]}Money {[]} {[]}Period {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}Reference {[]} {[]}SampledData {[]} {[]}Signature {[]} {[]}Timing {[]} {[]}ContactDetail {[]} {[]}Contributor {[]} {[]}DataRequirement {[]} {[]}Expression {[]} {[]}ParameterDefinition {[]} {[]}RelatedArtifact {[]} {[]}TriggerDefinition {[]} {[]}UsageContext {[]} {[]}Dosage {[]} {[]}Meta {[]} {[]}","Value must be exactly this","Specifies a value that SHALL be exactly the value  for this element in the instance. For purposes of comparison, non-significant whitespace is ignored, and all values must be an exact match (case and accent sensitive). Missing elements/attributes must also be missing.","This is not recommended for Coding and CodeableConcept since these often have highly contextual properties such as version or display.","","","","","","","","",,,,,"",,,,"ElementDefinition.fixed[x]",0,1,"eld-5
eld-6eld-8","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
